trait	fac	tier	figH	kind	type	inst	unit	ratio	p50	ratio50	over	groupMax	atFrame	frames
biteGamble	xianghuo	1	1.7572	emblem:seal	prop	-	1.176	0.669	0.9562	0.544	OVER	1.176	13	18
biteGamble	xianghuo	1	1.7572	mark:seal	prop	-	0.9433	0.537	0.4883	0.278	OVER	0.9433	13	18
biteGamble	xianghuo	1	1.7572	ring	other	-	1.44	0.819	0.72	0.41		1.44	15	18
biteGamble	xianghuo	1	1.7572	prop:seal	prop	inst	0.145	0.083	0.145	0.083		0.72	1	18
