trait	fac	tier	figH	kind	type	inst	unit	ratio	p50	ratio50	over	groupMax	atFrame	frames
wardRegen1	xianghuo	2	1.5421	emblem:lamp	prop	-	0.9517	0.617	0.7246	0.47		0.9517	27	55
wardRegen1	xianghuo	2	1.5421	mark:lamp	prop	-	0.92	0.597	0.5369	0.348		0.92	34	55
wardRegen1	xianghuo	2	1.5421	trail	other	-	0	0	0	0		0	0	55
