trait	fac	tier	figH	kind	type	inst	unit	ratio	p50	ratio50	over	groupMax	atFrame	frames
biteGamble	xianghuo	2	1.7667	emblem:seal	prop	-	1.1936	0.676	0.9557	0.541	OVER	1.1936	34	55
biteGamble	xianghuo	2	1.7667	ring	other	-	1.44	0.815	0.72	0.408		1.44	44	55
biteGamble	xianghuo	2	1.7667	prop:seal	prop	inst	0.276	0.156	0.145	0.082		0.72	42	165
