trait	fac	tier	figH	kind	type	inst	unit	ratio	p50	ratio50	over	groupMax	atFrame	frames
wardImmuneLost	xianghuo	2	1.5421	emblem:bell	prop	-	0.9838	0.638	0.6371	0.413		0.9838	28	55
wardImmuneLost	xianghuo	2	1.5421	floor:bell	other	inst	2.1	1.362	1.3334	0.865		0.004	42	55
wardImmuneLost	xianghuo	2	1.5421	mark:bell	prop	-	1.0091	0.654	0.6478	0.42		1.0091	34	55
wardImmuneLost	xianghuo	2	1.5421	trail	other	-	0	0	0	0		0	0	110
