trait	fac	tier	figH	kind	type	inst	unit	ratio	p50	ratio50	over	groupMax	atFrame	frames
hauntLost	yinqi	2	1.1315	emblem:hat	prop	-	0.8811	0.779	0.8054	0.712	OVER	0.8811	42	55
hauntLost	yinqi	2	1.1315	prop:hat	prop	inst	0.3	0.265	0	0		0	34	55
hauntLost	yinqi	2	1.1315	floor:stain	other	-	1.5844	1.4	1.5844	1.4		1.5844	0	55
