trait	fac	tier	figH	kind	type	inst	unit	ratio	p50	ratio50	over	groupMax	atFrame	frames
hauntLost	yinqi	1	1.1312	emblem:hat	prop	-	0.8811	0.779	0.8498	0.751	OVER	0.8811	16	18
hauntLost	yinqi	1	1.1312	prop:hat	prop	inst	0.3	0.265	0	0		0	13	18
hauntLost	yinqi	1	1.1312	floor:stain	other	-	1.5844	1.401	1.5844	1.401		1.5844	0	18
