trait	fac	tier	figH	kind	type	inst	unit	ratio	p50	ratio50	over	groupMax	atFrame	frames
wardAbsorb4	xianghuo	2	1.5421	prop:boat	prop	inst	0.96	0.623	0.7872	0.51		0.04	33	55
wardAbsorb4	xianghuo	2	1.5421	emblem:boat	prop	-	1.0121	0.656	0.7481	0.485		1.0121	33	55
wardAbsorb4	xianghuo	2	1.5421	mark:boat	prop	-	0.9757	0.633	0.5984	0.388		0.9757	36	110
