trait	fac	tier	figH	kind	type	inst	unit	ratio	p50	ratio50	over	groupMax	atFrame	frames
wardAtkAll1	xianghuo	2	1.4201	emblem:flag	prop	-	0.9433	0.664	0.6957	0.49		0.9433	25	55
wardAtkAll1	xianghuo	2	1.4201	mark:flag	prop	-	0.8986	0.633	0.6541	0.461		0.8986	34	110
wardAtkAll1	xianghuo	2	1.4201	trail	other	-	0	0	0	0		0	0	55
